age,height,sex,days_to_goal,activity_level,experience,Exercise
36,176,male,122,2,5,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
57,166,male,57,5,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
45,185,male,120,1,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
37,157,female,68,1,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
34,167,female,41,5,5,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
43,162,male,156,2,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
30,183,male,93,3,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
34,157,female,94,2,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
54,154,female,115,1,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
22,173,female,116,3,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
53,164,female,160,5,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
53,178,male,144,3,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
30,183,female,110,1,5,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
33,178,female,59,4,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
30,160,male,133,2,5,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
20,164,male,68,2,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
20,162,female,108,5,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
37,159,male,93,3,1,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
30,189,female,168,1,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
39,152,male,130,2,1,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
51,158,female,46,5,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
40,153,female,70,2,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
31,161,male,129,3,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
34,178,female,94,4,1,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
28,180,male,83,1,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
51,177,male,82,2,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
45,161,female,127,2,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
39,172,male,153,4,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
29,165,female,162,2,3,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
20,170,male,137,3,1,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
23,172,male,130,2,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
26,170,female,122,1,2,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
39,153,male,157,3,4,"Leg Press, Arnold Press, Leg Extensions, 4 sets (12-10-8-6 reps)"
47,172,female,176,3,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
26,160,male,56,4,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
47,182,female,163,5,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
44,151,female,171,1,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
47,160,female,116,4,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
59,189,female,35,1,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
33,166,male,85,2,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
46,183,female,91,5,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
57,184,male,79,1,4,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
46,184,male,151,1,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
20,187,female,154,2,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
38,161,male,97,5,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
41,189,male,140,3,4,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
39,181,male,98,5,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
29,184,female,165,2,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
34,186,female,90,2,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
48,150,male,174,4,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
36,187,male,148,4,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
28,170,male,33,4,1,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
34,177,male,163,2,1,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
18,168,male,102,2,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
32,183,male,171,1,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
34,170,female,53,2,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
33,186,male,164,4,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
42,188,male,72,5,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
49,166,female,164,4,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
39,186,female,40,5,1,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
56,174,male,67,2,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
42,180,male,107,1,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
39,181,female,40,1,4,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
25,154,male,99,2,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
23,174,male,135,2,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
45,162,male,123,3,4,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
50,182,male,100,1,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
32,155,female,143,3,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
31,153,female,162,4,5,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
21,186,female,32,3,2,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
32,182,female,54,2,3,"Face Pulls, Incline Press, Lat Pulldowns, Bicep Curls, 3 sets (10-8-6 reps)"
55,175,male,80,5,4,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
25,176,female,33,5,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
44,181,female,50,5,1,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
59,152,male,174,5,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
23,169,female,150,4,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
22,171,female,135,1,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
33,168,female,78,1,1,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
55,174,female,48,4,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
41,167,male,172,1,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
56,184,male,130,5,4,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
32,164,male,63,5,4,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
47,177,female,106,5,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
40,179,male,77,2,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
22,175,female,54,2,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
35,166,male,170,1,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
23,152,male,95,5,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
38,164,female,86,5,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
43,171,female,122,2,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
44,155,female,53,3,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
55,169,male,132,1,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
27,164,male,58,2,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
51,185,female,148,4,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
44,177,female,80,2,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
52,186,female,134,5,1,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
34,183,female,163,4,2,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
29,170,female,150,1,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
48,161,male,145,1,5,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
42,180,female,44,3,1,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
55,157,male,167,2,3,"Lunges, Side Planks, Russian Twists, 3 sets (10-8-6 reps)"
42,174,female,114,4,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
32,153,female,172,1,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
56,158,male,36,3,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
42,171,female,54,3,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
52,152,male,153,1,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
56,177,male,172,1,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
40,157,male,127,1,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
23,180,male,142,3,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
45,166,male,115,2,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
33,183,female,116,1,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
40,178,female,30,2,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
39,155,male,75,5,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
21,170,male,111,1,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
52,171,female,175,5,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
47,164,female,111,3,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
57,189,female,113,4,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
53,188,male,175,5,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
33,159,female,151,5,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
19,179,female,92,3,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
36,169,female,60,4,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
54,183,female,138,4,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
24,150,male,71,2,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
55,178,male,30,3,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
57,181,female,52,1,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
44,169,male,157,3,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
55,166,male,101,5,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
27,184,male,131,1,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
55,173,female,176,4,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
23,152,male,82,4,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
45,157,male,78,5,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
30,151,female,136,3,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
26,172,male,60,4,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
38,154,male,88,3,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
54,159,male,93,3,5,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
57,177,female,136,1,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
41,158,male,37,1,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
19,162,male,37,3,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
32,153,female,110,5,1,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
55,153,male,115,4,3,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
34,175,male,120,3,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
22,183,female,100,1,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
25,171,female,52,4,2,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
27,188,male,67,3,4,"Arnold Press, Leg Curls, Incline Press, 4 sets (12-10-8-6 reps)"
59,189,female,84,1,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
53,164,female,33,3,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
42,166,female,145,3,2,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
58,151,female,102,3,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
53,170,male,81,5,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
41,181,female,57,2,5,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
29,154,male,96,1,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
43,174,male,153,5,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
43,183,male,51,1,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
53,164,female,78,1,2,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
33,177,female,168,5,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
29,174,female,147,4,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
26,159,female,167,5,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
33,174,female,54,3,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
29,160,female,127,2,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
45,182,male,104,3,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
54,155,male,128,1,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
27,175,female,175,2,5,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
36,163,male,153,2,2,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
30,162,male,45,3,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
54,156,male,42,5,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
55,153,male,76,5,5,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
55,185,female,31,5,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
23,160,male,119,1,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
22,152,female,166,2,5,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
34,161,female,119,2,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
43,186,female,86,1,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
42,182,male,44,1,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
27,157,male,37,4,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
57,171,female,45,3,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
23,157,female,131,4,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
21,153,female,163,5,2,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
28,155,male,73,2,1,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
28,151,male,97,1,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
54,168,female,76,3,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
32,160,female,97,4,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
34,159,female,158,2,2,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
57,185,male,53,1,3,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
59,170,female,138,4,4,"Tricep Dips, Leg Curls, Bicep Curls, Overhead Press, 4 sets (12-10-8-6 reps)"
24,157,female,89,1,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
21,163,male,160,5,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
31,171,male,32,5,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
35,175,female,148,4,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
25,162,female,59,1,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
52,187,male,62,1,5,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
56,183,female,149,2,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
24,165,female,64,2,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
56,168,female,160,3,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
30,167,female,92,2,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
49,183,female,49,2,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
20,183,male,170,3,5,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
41,158,male,165,2,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
20,166,female,176,2,5,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
46,180,female,70,1,5,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
20,186,female,32,3,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
39,188,male,122,4,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
40,163,female,133,1,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
43,174,female,138,2,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
56,158,female,98,1,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
48,157,male,127,3,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
46,182,female,174,4,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
35,173,female,121,1,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
49,156,male,102,5,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
52,179,male,125,5,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
47,178,male,176,2,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
53,178,female,55,2,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
50,182,male,150,5,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
18,187,male,174,1,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
43,189,male,178,3,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
58,188,male,54,4,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
34,188,female,140,3,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
41,175,male,94,2,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
43,150,female,135,5,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
59,150,male,128,4,5,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
43,167,male,105,5,4,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
21,160,male,68,3,3,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
53,168,male,158,5,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
23,156,male,96,1,2,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
50,159,male,170,1,1,"Bench Press, Overhead Press, Seated Rows, Leg Press, 3 sets (10-8-6 reps)"
26,180,female,159,2,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
31,166,male,131,3,1,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
33,155,male,98,3,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
56,178,male,87,2,3,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
54,177,female,120,2,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
49,181,male,101,5,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
45,167,male,54,1,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
28,182,male,179,2,1,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
18,151,male,142,2,1,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
37,189,male,67,3,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
35,170,male,179,4,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
52,160,female,174,3,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
53,166,female,46,5,1,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
50,159,female,117,3,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
21,161,female,50,1,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
23,158,female,113,4,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
40,166,male,39,4,3,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
44,178,female,123,3,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
32,169,male,61,2,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
42,153,male,77,5,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
23,150,female,153,1,3,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
45,178,female,161,3,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
33,158,male,130,1,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
33,162,female,97,1,5,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
44,178,male,154,1,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
56,181,male,96,1,4,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
26,169,male,98,2,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
52,182,male,176,2,2,"Incline Press, Crunches, Overhead Press, Seated Rows, 4 sets (12-10-8-6 reps)"
